date,product,category,price,unit,market_name,region,woreda,price_type
2023-07-19,Rice (local),Cereal,1876.31,quintal,Hossana,Oromia,Lideta,Wholesale
2023-09-03,Kale (Gomen),Vegetable,83.64,kg,Hossana,SNNPR,Basketo,Wholesale
2024-01-31,Spaghetti,Processed Food,95.21,kg,Hossana,Amhara,Bole,Wholesale
2023-07-24,Milk (raw),Animal Product,39.34,quintal,Hossana,Southwest Ethiopia,Kaffa,Retail
2024-02-11,Potato,Vegetable,283.56,kg,Shola,Addis Ababa,Hadiya,Farmgate
2023-11-11,Flour (wheat),Processed Food,2185.78,quintal,Bahir Dar,Sidama,Jimma Town,Wholesale
2023-07-06,Yogurt,Animal Product,1494.53,quintal,Jimma,Southwest Ethiopia,Jimma Town,Retail
2023-04-05,Green pepper,Vegetable,202.92,kg,Hossana,Sidama,Hadiya,Farmgate
2023-09-12,Mango,Fruit,118.64,kg,Gonder,Addis Ababa,Kolfe,Retail
2023-11-18,Dry peas,Other,1886.19,quintal,Merkato,Addis Ababa,Jimma Town,Retail
2024-01-03,Sugar (local),Processed Food,260.17,kg,Shola,Amhara,Kolfe,Wholesale
2023-07-24,Salt,Processed Food,2498.26,quintal,Shola,Addis Ababa,North Shewa,Farmgate
2024-03-15,Papaya,Fruit,1719.56,quintal,Shola,Sidama,Jimma Town,Retail
2024-03-27,Dry peas,Other,70.58,kg,Dessie,Addis Ababa,Kolfe,Farmgate
2023-05-31,Fava beans,Other,259.44,kg,Shola,Southwest Ethiopia,Basketo,Farmgate
2023-09-30,Kale (Gomen),Vegetable,218.69,kg,Bahir Dar,Southwest Ethiopia,Kaffa,Retail
2023-06-19,Flour (wheat),Processed Food,1429.86,quintal,Hawassa,Amhara,Lideta,Farmgate
2023-02-08,Hot pepper,Vegetable,2030.12,quintal,Dessie,Tigray,Bole,Retail
2024-04-05,Potato,Vegetable,2484.21,quintal,Jimma,Southwest Ethiopia,Jimma Town,Retail
2024-04-06,Rice (local),Cereal,1602.36,quintal,Hawassa,Southwest Ethiopia,Jimma Town,Retail
2023-11-25,Shiro,Other,185.31,kg,Wolkite,Southwest Ethiopia,Lideta,Wholesale
2023-12-08,Beef (raw),Animal Product,720.48,kg,Shola,Amhara,Jimma Town,Wholesale
2023-11-19,Roasted grains,Other,279.9,kg,Hossana,Amhara,South Wollo,Retail
2024-05-14,Beef (raw),Animal Product,844.05,quintal,Bahir Dar,Sidama,Hadiya,Retail
2023-01-06,Yogurt,Animal Product,243.14,kg,Shola,Sidama,Wolaita,Retail
2024-03-03,Honey,Other,1644.01,quintal,Adama,Addis Ababa,North Shewa,Wholesale
2023-09-12,Nifro,Other,2270.41,quintal,Dessie,Tigray,Kolfe,Farmgate
2023-05-10,Lentils,Other,189.62,kg,Gonder,Addis Ababa,Lideta,Retail
2023-04-02,Tomato,Vegetable,290.18,kg,Dessie,Sidama,Wolaita,Farmgate
2023-03-25,Eggs,Animal Product,8.8,quintal,Merkato,Southwest Ethiopia,Hadiya,Retail
2023-05-27,Carrot,Vegetable,1009.8,quintal,Jimma,Tigray,Wolaita,Retail
2023-05-10,Papaya,Fruit,285.8,kg,Wolkite,Southwest Ethiopia,South Wollo,Farmgate
2023-10-15,Watermelon,Fruit,148.54,kg,Adama,Southwest Ethiopia,North Shewa,Wholesale
2023-08-24,Shiro,Other,46.64,kg,Hawassa,Oromia,North Shewa,Retail
2023-04-23,Maize,Cereal,861.72,kg,Wolkite,Sidama,Lideta,Farmgate
2023-04-17,Lettuce,Vegetable,1254.96,quintal,Gonder,Sidama,Wolaita,Farmgate
2024-05-17,Coffee (roasted),Processed Food,256.22,kg,Wolkite,Oromia,Bole,Retail
2023-07-03,Wheat,Cereal,1311.32,quintal,Jimma,Addis Ababa,Bole,Retail
2024-05-31,Beetroot,Vegetable,2383.66,quintal,Adama,Southwest Ethiopia,Wolaita,Farmgate
2023-02-10,Beef (raw),Animal Product,714.91,quintal,Hawassa,SNNPR,Hadiya,Farmgate
2024-01-03,Orange,Fruit,2491.41,quintal,Shola,Oromia,Hadiya,Wholesale
2023-12-06,Macaroni,Processed Food,1074.96,quintal,Hawassa,Addis Ababa,Lideta,Farmgate
2023-05-24,Tomato,Vegetable,107.65,kg,Hossana,Oromia,South Wollo,Farmgate
2023-03-28,Beef (raw),Animal Product,770.91,quintal,Jimma,Addis Ababa,Basketo,Farmgate
2023-07-09,Cooking oil (palm),Processed Food,2167.59,quintal,Hossana,Sidama,Wolaita,Retail
2023-01-25,Macaroni,Processed Food,248.41,kg,Hossana,Addis Ababa,Wolaita,Farmgate
2023-09-16,Rice (imported),Cereal,2496.22,kg,Hossana,Addis Ababa,Kolfe,Farmgate
2024-03-18,Sorghum,Cereal,1099.72,kg,Dessie,Oromia,Hadiya,Farmgate
2024-02-20,Beef (raw),Animal Product,834.38,kg,Hossana,Sidama,Kolfe,Farmgate
2023-08-24,Powdered milk,Processed Food,2380.62,quintal,Gonder,Tigray,Kolfe,Wholesale
2023-03-10,Hot pepper,Vegetable,1256.94,quintal,Merkato,SNNPR,Kolfe,Farmgate
2023-09-14,Flour (wheat),Processed Food,103.96,kg,Gonder,Sidama,Bole,Wholesale
2024-01-19,Chickpeas,Other,224.09,kg,Merkato,SNNPR,North Shewa,Farmgate
2023-10-30,Barley,Cereal,1377.78,kg,Gonder,Sidama,Wolaita,Farmgate
2024-04-17,Spices mix,Other,1867.91,quintal,Bahir Dar,Southwest Ethiopia,North Shewa,Farmgate
2024-04-06,Sugar (local),Processed Food,1387.33,quintal,Merkato,Oromia,Kaffa,Farmgate
2023-03-04,Milk (raw),Animal Product,39.07,quintal,Shola,Sidama,Wolaita,Farmgate
2023-12-04,Pepper powder,Other,37.06,kg,Dessie,Southwest Ethiopia,Kaffa,Farmgate
2023-03-27,Macaroni,Processed Food,33.06,kg,Hossana,Southwest Ethiopia,North Shewa,Retail
2024-01-15,Cooking oil (palm),Processed Food,213.4,kg,Merkato,Tigray,Lideta,Retail
2023-04-29,Tea (local),Processed Food,219.41,kg,Gonder,Tigray,Kaffa,Farmgate
2023-05-29,Watermelon,Fruit,1191.16,quintal,Merkato,SNNPR,Bole,Wholesale
2024-01-01,Onion (red),Vegetable,231.43,kg,Bahir Dar,Southwest Ethiopia,Wolaita,Wholesale
2023-02-12,Rice (local),Cereal,1939.8,quintal,Merkato,Oromia,Bole,Retail
2023-03-31,Butter (traditional),Animal Product,2225.81,quintal,Hossana,Oromia,Lideta,Wholesale
2023-06-29,Cheese (Ayib),Animal Product,92.49,kg,Wolkite,Addis Ababa,Bole,Farmgate
2024-03-27,Lemon,Fruit,1812.17,quintal,Adama,Addis Ababa,Basketo,Retail
2023-06-11,Lettuce,Vegetable,2018.88,quintal,Bahir Dar,Oromia,Lideta,Farmgate
2023-01-16,Cheese (Ayib),Animal Product,138.22,kg,Bahir Dar,Amhara,Kaffa,Retail
2023-07-16,Orange,Fruit,153.17,kg,Merkato,Southwest Ethiopia,North Shewa,Farmgate
2023-05-02,Flour (wheat),Processed Food,1154.69,quintal,Hawassa,Oromia,Hadiya,Retail
2024-02-22,Cabbage,Vegetable,95.28,kg,Shola,Southwest Ethiopia,South Wollo,Wholesale
2023-01-15,Flour (wheat),Processed Food,197.3,kg,Adama,Sidama,Wolaita,Farmgate
2023-12-30,Margarine,Processed Food,122.29,kg,Merkato,Oromia,Hadiya,Wholesale
2023-11-28,Grapes,Fruit,1772.37,quintal,Gonder,SNNPR,South Wollo,Farmgate
2023-01-11,Macaroni,Processed Food,1191.54,quintal,Shola,Southwest Ethiopia,South Wollo,Retail
2023-11-13,Maize,Cereal,882.97,kg,Wolkite,Amhara,Lideta,Farmgate
2023-08-20,Maize,Cereal,771.41,kg,Jimma,SNNPR,South Wollo,Wholesale
2023-12-17,Roasted grains,Other,156.14,kg,Hossana,Oromia,Kaffa,Farmgate
2023-05-21,Chicken (dressed),Animal Product,1991.38,quintal,Adama,Oromia,North Shewa,Farmgate
2023-06-02,Tea (local),Processed Food,130.44,kg,Hossana,Southwest Ethiopia,Hadiya,Farmgate
2023-11-17,Fava beans,Other,1076.14,quintal,Wolkite,Southwest Ethiopia,North Shewa,Farmgate
2023-08-20,Tomato,Vegetable,205.4,kg,Dessie,Amhara,Kaffa,Farmgate
2024-01-17,Nifro,Other,207.21,kg,Hawassa,Sidama,Kaffa,Retail
2023-02-21,Flour (wheat),Processed Food,1883.38,quintal,Jimma,Southwest Ethiopia,Kaffa,Retail
2024-05-29,Lentils,Other,1447.99,quintal,Jimma,Addis Ababa,Wolaita,Wholesale
2024-04-28,Pepper powder,Other,104.42,kg,Gonder,Oromia,Wolaita,Wholesale
2023-10-28,Carrot,Vegetable,1082.81,quintal,Jimma,SNNPR,Bole,Farmgate
2023-10-28,Nifro,Other,213.83,kg,Gonder,Oromia,Wolaita,Wholesale
2023-08-07,Cabbage,Vegetable,2250.65,quintal,Hossana,Amhara,Kolfe,Farmgate
2023-12-26,Eggs,Animal Product,7.86,kg,Dessie,Tigray,Lideta,Farmgate
2023-01-06,Butter (traditional),Animal Product,1671.28,quintal,Merkato,Addis Ababa,South Wollo,Farmgate
2023-03-20,Beef (raw),Animal Product,749.52,quintal,Wolkite,SNNPR,Hadiya,Wholesale
2023-08-18,Hot pepper,Vegetable,1512.29,quintal,Jimma,Addis Ababa,Basketo,Retail
2024-06-04,Yogurt,Animal Product,228.13,kg,Hossana,SNNPR,Jimma Town,Retail
2023-01-12,Salt,Processed Food,2124.32,quintal,Gonder,Sidama,Basketo,Retail
2023-07-23,Maize,Cereal,904.88,kg,Hossana,Tigray,Kolfe,Farmgate
2023-06-07,Flour (wheat),Processed Food,146.11,kg,Shola,Sidama,Lideta,Retail
2023-08-03,Rice (local),Cereal,1599.21,quintal,Hawassa,Oromia,North Shewa,Retail
2023-01-22,Macaroni,Processed Food,1500.14,quintal,Hossana,Sidama,South Wollo,Retail
2023-07-04,Shiro,Other,2100.7,quintal,Hawassa,SNNPR,Kolfe,Retail
2023-01-01,Carrot,Vegetable,1803.99,quintal,Bahir Dar,Tigray,Hadiya,Retail
2023-03-29,Shiro,Other,223.05,kg,Adama,Oromia,Lideta,Wholesale
2023-10-07,Honey,Other,1421.31,quintal,Bahir Dar,Southwest Ethiopia,Bole,Wholesale
2024-02-15,Watermelon,Fruit,1456.96,quintal,Gonder,SNNPR,South Wollo,Wholesale
2023-03-03,Hot pepper,Vegetable,74.88,kg,Wolkite,Oromia,North Shewa,Farmgate
2024-06-15,Watermelon,Fruit,2403.18,quintal,Adama,SNNPR,Wolaita,Wholesale
2023-10-05,Chickpeas,Other,2446.57,quintal,Shola,Addis Ababa,Wolaita,Wholesale
2023-05-24,Rice (imported),Cereal,2106.22,quintal,Dessie,Amhara,Wolaita,Farmgate
2023-11-23,Mutton,Animal Product,1814.01,quintal,Shola,Amhara,Hadiya,Retail
2023-09-02,Spaghetti,Processed Food,1783.57,quintal,Jimma,Amhara,Wolaita,Retail
2024-02-07,Teff (red),Cereal,1836.05,kg,Jimma,SNNPR,Wolaita,Retail
2023-01-12,Pepper powder,Other,93.77,kg,Gonder,Addis Ababa,Wolaita,Farmgate
2023-01-01,Teff (white),Cereal,1913.29,kg,Gonder,Sidama,Kaffa,Farmgate
2023-11-24,Orange,Fruit,172.84,kg,Hossana,Oromia,Jimma Town,Wholesale
2023-08-21,Cabbage,Vegetable,1598.85,quintal,Bahir Dar,Sidama,South Wollo,Retail
2024-01-26,Chicken (live),Animal Product,438.9,kg,Bahir Dar,Tigray,Wolaita,Farmgate
2023-02-26,Spices mix,Other,1810.64,quintal,Shola,Oromia,Lideta,Farmgate
2023-03-19,Teff (white),Cereal,1819.16,kg,Hossana,Tigray,Basketo,Wholesale
2024-03-16,Shiro,Other,39.16,kg,Shola,Tigray,Kolfe,Farmgate
2024-01-12,Beef (raw),Animal Product,790.83,kg,Wolkite,Tigray,Basketo,Retail
2024-03-07,Cabbage,Vegetable,2461.56,quintal,Merkato,Amhara,South Wollo,Retail
2023-07-21,Cabbage,Vegetable,2409.89,quintal,Jimma,Oromia,Bole,Retail
2024-03-31,Sorghum,Cereal,1268.74,quintal,Hossana,Tigray,Hadiya,Farmgate
2024-01-04,Shiro,Other,101.07,kg,Gonder,Sidama,North Shewa,Farmgate
2023-08-14,Rice (imported),Cereal,2260.79,kg,Jimma,Sidama,Kaffa,Wholesale
2023-03-03,Mutton,Animal Product,150.44,kg,Shola,Oromia,Kolfe,Wholesale
2023-11-14,Sorghum,Cereal,928.02,quintal,Adama,Tigray,Kolfe,Retail
2023-04-14,Rice (local),Cereal,1925.26,kg,Jimma,Addis Ababa,South Wollo,Wholesale
2023-04-02,Sorghum,Cereal,1125.12,quintal,Hossana,Sidama,Basketo,Farmgate
2023-08-24,Apple (local),Fruit,1389.85,quintal,Hawassa,Addis Ababa,North Shewa,Wholesale
2023-08-03,Hot pepper,Vegetable,1788.65,quintal,Hawassa,Southwest Ethiopia,Basketo,Farmgate
2023-01-26,Goat meat,Animal Product,2430.46,quintal,Bahir Dar,Tigray,Basketo,Retail
2023-02-13,Butter (traditional),Animal Product,215.31,kg,Gonder,Addis Ababa,Jimma Town,Wholesale
2023-01-01,Sugar (local),Processed Food,1226.75,quintal,Shola,Addis Ababa,Bole,Retail
2023-04-23,Carrot,Vegetable,224.5,kg,Wolkite,Tigray,South Wollo,Wholesale
2023-02-12,Fava beans,Other,255.95,kg,Dessie,Southwest Ethiopia,South Wollo,Farmgate
2023-07-27,Watermelon,Fruit,90.5,kg,Hossana,Oromia,Lideta,Wholesale
2024-05-20,Pepper powder,Other,2205.68,quintal,Hawassa,Oromia,Hadiya,Wholesale
2024-06-20,Lettuce,Vegetable,2479.9,quintal,Jimma,SNNPR,Basketo,Wholesale
2023-08-18,Mutton,Animal Product,2015.52,quintal,Jimma,Addis Ababa,Kaffa,Retail
2023-02-04,Goat meat,Animal Product,127.83,kg,Adama,SNNPR,Kolfe,Wholesale
2023-04-19,Mutton,Animal Product,1582.42,quintal,Dessie,Addis Ababa,South Wollo,Retail
2023-09-07,Chickpeas,Other,1738.81,quintal,Gonder,Amhara,Kolfe,Retail
2023-08-27,Pepper powder,Other,85.85,kg,Wolkite,Southwest Ethiopia,Lideta,Farmgate
2023-01-15,Mutton,Animal Product,61.87,kg,Shola,Oromia,Kaffa,Farmgate
2024-06-11,Onion (red),Vegetable,2026.2,quintal,Merkato,Oromia,Kolfe,Retail
2024-05-03,Guava,Fruit,2334.02,quintal,Merkato,Amhara,Jimma Town,Farmgate
2024-03-09,Beef (raw),Animal Product,784.13,kg,Adama,Southwest Ethiopia,Lideta,Wholesale
2023-11-20,Margarine,Processed Food,1015.29,quintal,Bahir Dar,Tigray,Hadiya,Wholesale
2024-06-10,Macaroni,Processed Food,2020.75,quintal,Hossana,Amhara,North Shewa,Farmgate
2023-05-02,Millet,Cereal,130.09,kg,Hossana,Southwest Ethiopia,Kaffa,Farmgate
2023-07-06,Orange,Fruit,215.86,kg,Hossana,Addis Ababa,Lideta,Wholesale
2023-12-14,Kale (Gomen),Vegetable,1156.26,quintal,Dessie,Oromia,North Shewa,Retail
2023-05-07,Chicken (dressed),Animal Product,84.08,kg,Merkato,Oromia,Kaffa,Farmgate
2023-03-04,Carrot,Vegetable,286.26,kg,Adama,Addis Ababa,Kaffa,Farmgate
2023-09-23,Chickpeas,Other,148.98,kg,Dessie,Tigray,South Wollo,Farmgate
2023-07-08,Rice (imported),Cereal,2011.45,kg,Hawassa,Addis Ababa,South Wollo,Retail
2023-06-17,Mango,Fruit,298.57,kg,Hawassa,Southwest Ethiopia,Lideta,Farmgate
2023-10-17,Apple (local),Fruit,1962.82,quintal,Bahir Dar,Tigray,South Wollo,Wholesale
2024-02-20,Roasted grains,Other,2086.77,quintal,Hawassa,Sidama,Kolfe,Retail
2023-12-31,Lettuce,Vegetable,158.06,kg,Adama,SNNPR,Jimma Town,Retail
2024-02-21,Butter (traditional),Animal Product,265.52,kg,Merkato,SNNPR,North Shewa,Wholesale
2023-05-09,Millet,Cereal,134.41,kg,Bahir Dar,Southwest Ethiopia,Jimma Town,Wholesale
2023-05-24,Yogurt,Animal Product,291.93,kg,Merkato,SNNPR,South Wollo,Retail
2024-02-08,Potato,Vegetable,128.93,kg,Merkato,Sidama,North Shewa,Retail
2024-04-01,Pepper powder,Other,1688.12,quintal,Gonder,Tigray,Kaffa,Wholesale
2024-03-17,Apple (local),Fruit,2214.25,quintal,Shola,SNNPR,Kaffa,Farmgate
2023-09-07,Orange,Fruit,1878.53,quintal,Wolkite,Sidama,North Shewa,Retail
2023-02-05,Oats,Cereal,133.96,kg,Gonder,Addis Ababa,Lideta,Retail
2023-03-01,Teff (white),Cereal,2095.14,kg,Hossana,Amhara,North Shewa,Retail
2023-03-26,Papaya,Fruit,289.21,kg,Shola,Tigray,North Shewa,Retail
2023-01-21,Flour (wheat),Processed Food,1610.43,quintal,Gonder,Amhara,Bole,Wholesale
2023-11-29,Spices mix,Other,2361.79,quintal,Merkato,Addis Ababa,Wolaita,Farmgate
2023-07-28,Apple (local),Fruit,1896.32,quintal,Adama,Addis Ababa,Kolfe,Farmgate
2023-01-13,Coffee (roasted),Processed Food,2067.27,quintal,Jimma,Oromia,Lideta,Retail
2023-04-27,Sugar (local),Processed Food,1933.63,quintal,Bahir Dar,Addis Ababa,Bole,Wholesale
2023-05-04,Banana,Fruit,126.13,kg,Shola,Southwest Ethiopia,Kaffa,Farmgate
2023-06-21,Carrot,Vegetable,1161.02,quintal,Adama,Oromia,Kaffa,Farmgate
2023-06-27,Onion (red),Vegetable,1610.52,quintal,Bahir Dar,Addis Ababa,Hadiya,Retail
2023-09-15,Chickpeas,Other,64.97,kg,Wolkite,Tigray,Kaffa,Farmgate
2023-10-07,Watermelon,Fruit,1036.53,quintal,Bahir Dar,Sidama,Basketo,Retail
2023-10-09,Flour (wheat),Processed Food,94.08,kg,Shola,Tigray,Jimma Town,Wholesale
2023-10-19,Papaya,Fruit,137.59,kg,Shola,Oromia,Hadiya,Retail
2023-06-19,Chicken (dressed),Animal Product,86.32,kg,Dessie,Tigray,Kaffa,Farmgate
2024-03-03,Chicken (dressed),Animal Product,143.59,kg,Hossana,SNNPR,North Shewa,Farmgate
2024-04-01,Powdered milk,Processed Food,150.73,kg,Hossana,Addis Ababa,Wolaita,Retail
2023-12-12,Hot pepper,Vegetable,1027.21,quintal,Gonder,Amhara,Lideta,Retail
2023-10-22,Tomato,Vegetable,2493.62,quintal,Hossana,Addis Ababa,Bole,Wholesale
2024-03-25,Oats,Cereal,253.6,kg,Jimma,Sidama,Jimma Town,Retail
2023-07-31,Avocado,Fruit,1491.56,quintal,Shola,Sidama,Hadiya,Farmgate
2023-09-29,Chicken (dressed),Animal Product,1338.69,quintal,Jimma,Sidama,North Shewa,Retail
2024-01-22,Rice (imported),Cereal,2513.73,quintal,Bahir Dar,Southwest Ethiopia,Kolfe,Farmgate
2024-02-07,Green pepper,Vegetable,34.32,kg,Wolkite,SNNPR,North Shewa,Farmgate
2023-09-05,Watermelon,Fruit,65.91,kg,Adama,Sidama,Basketo,Retail
2023-08-03,Chicken (live),Animal Product,305.36,kg,Gonder,Southwest Ethiopia,Kaffa,Wholesale
2024-05-19,Fava beans,Other,159.03,kg,Merkato,Addis Ababa,South Wollo,Farmgate
2023-02-08,Carrot,Vegetable,1435.63,quintal,Dessie,Tigray,Wolaita,Wholesale
2023-03-22,Mango,Fruit,279.96,kg,Hawassa,Addis Ababa,Lideta,Retail
2023-10-29,Powdered milk,Processed Food,1391.97,quintal,Hawassa,Southwest Ethiopia,Kolfe,Retail
2023-05-22,Orange,Fruit,31.0,kg,Hawassa,Southwest Ethiopia,Kolfe,Wholesale
2023-10-24,Macaroni,Processed Food,57.84,kg,Adama,Tigray,Hadiya,Retail
2023-08-19,Butter (traditional),Animal Product,1472.92,quintal,Shola,Southwest Ethiopia,Basketo,Farmgate
2023-05-23,Chicken (live),Animal Product,393.53,quintal,Adama,Southwest Ethiopia,Wolaita,Retail
2023-06-05,Butter (traditional),Animal Product,114.19,kg,Wolkite,SNNPR,North Shewa,Farmgate
2024-01-15,Powdered milk,Processed Food,1432.58,quintal,Dessie,Amhara,Kaffa,Wholesale
2023-03-11,Eggs,Animal Product,9.62,kg,Hawassa,Amhara,Kolfe,Wholesale
2023-03-06,Tomato,Vegetable,137.75,kg,Hossana,Southwest Ethiopia,Basketo,Farmgate
2023-04-19,Flour (wheat),Processed Food,1310.1,quintal,Bahir Dar,Addis Ababa,Jimma Town,Wholesale
2023-05-23,Papaya,Fruit,252.28,kg,Shola,Tigray,Basketo,Wholesale
2023-06-03,Grapes,Fruit,2410.71,quintal,Hawassa,Sidama,Jimma Town,Wholesale
2024-04-20,Rice (imported),Cereal,2318.59,kg,Jimma,Sidama,North Shewa,Farmgate
2023-03-19,Maize,Cereal,761.32,kg,Bahir Dar,SNNPR,North Shewa,Wholesale
2024-02-26,Rice (local),Cereal,1945.2,quintal,Merkato,Amhara,Lideta,Wholesale
2023-04-27,Chicken (dressed),Animal Product,61.26,kg,Hossana,Addis Ababa,South Wollo,Farmgate
2023-02-13,Mutton,Animal Product,1834.37,quintal,Merkato,Tigray,Hadiya,Farmgate
2024-06-12,Goat meat,Animal Product,1848.18,quintal,Dessie,Oromia,Bole,Wholesale
2023-11-27,Grapes,Fruit,1074.65,quintal,Jimma,SNNPR,Jimma Town,Wholesale
2024-01-07,Lemon,Fruit,1735.02,quintal,Gonder,SNNPR,North Shewa,Wholesale
2024-04-08,Beetroot,Vegetable,51.96,kg,Dessie,Sidama,Bole,Wholesale
2024-03-27,Mutton,Animal Product,2186.93,quintal,Hawassa,Amhara,Kolfe,Farmgate
2024-01-05,Papaya,Fruit,1601.39,quintal,Hawassa,SNNPR,Hadiya,Retail
2024-02-06,Green pepper,Vegetable,47.41,kg,Hossana,Amhara,North Shewa,Retail
2024-03-25,Powdered milk,Processed Food,165.04,kg,Adama,Amhara,Bole,Farmgate
2023-10-16,Spaghetti,Processed Food,100.98,kg,Hossana,Amhara,South Wollo,Wholesale
2023-03-05,Milk (raw),Animal Product,44.94,kg,Wolkite,Southwest Ethiopia,Lideta,Wholesale
2024-05-09,Flour (wheat),Processed Food,59.03,kg,Adama,Amhara,Bole,Retail
2023-02-04,Banana,Fruit,1536.42,quintal,Hawassa,Tigray,South Wollo,Farmgate
2023-09-08,Oats,Cereal,1507.97,quintal,Gonder,Sidama,Kolfe,Wholesale
2023-01-13,Cabbage,Vegetable,56.98,kg,Shola,Amhara,Wolaita,Farmgate
2023-10-31,Grapes,Fruit,128.33,kg,Merkato,Sidama,Hadiya,Retail
2024-02-06,Dry peas,Other,282.45,kg,Dessie,Southwest Ethiopia,Basketo,Wholesale
2023-01-28,Beef (raw),Animal Product,713.64,kg,Gonder,Amhara,North Shewa,Retail
2023-03-10,Maize,Cereal,949.75,quintal,Bahir Dar,SNNPR,Basketo,Wholesale
2023-11-13,Millet,Cereal,78.69,kg,Merkato,Sidama,Bole,Wholesale
2024-06-13,Mutton,Animal Product,125.88,kg,Jimma,Amhara,South Wollo,Retail
2023-09-24,Coffee (roasted),Processed Food,120.89,kg,Gonder,Addis Ababa,Kaffa,Farmgate
2023-03-17,Lemon,Fruit,109.09,kg,Hawassa,Southwest Ethiopia,Basketo,Farmgate
2023-01-13,Spaghetti,Processed Food,1457.46,quintal,Hawassa,Amhara,Kaffa,Wholesale
2024-06-03,Lettuce,Vegetable,1496.82,quintal,Shola,Sidama,Jimma Town,Farmgate
2023-05-13,Goat meat,Animal Product,122.39,kg,Jimma,Addis Ababa,Jimma Town,Wholesale
2023-01-25,Beetroot,Vegetable,68.16,kg,Wolkite,Oromia,Hadiya,Farmgate
2024-02-19,Onion (red),Vegetable,33.6,kg,Hawassa,Southwest Ethiopia,South Wollo,Retail
2023-06-10,Rice (imported),Cereal,2389.28,kg,Adama,SNNPR,Kaffa,Wholesale
2024-04-17,Coffee (roasted),Processed Food,1233.94,quintal,Hawassa,Sidama,Lideta,Retail
2023-09-24,Maize,Cereal,809.33,quintal,Bahir Dar,Amhara,Hadiya,Farmgate
2023-09-20,Wheat,Cereal,1337.51,quintal,Gonder,Southwest Ethiopia,Bole,Wholesale
2024-06-05,Honey,Other,209.39,kg,Merkato,SNNPR,Kaffa,Retail
2023-01-03,Powdered milk,Processed Food,34.84,kg,Hawassa,Addis Ababa,Hadiya,Wholesale
2023-09-28,Fava beans,Other,1434.58,quintal,Dessie,Tigray,Hadiya,Farmgate
2024-06-24,Lentils,Other,1997.02,quintal,Adama,Tigray,Bole,Wholesale
2024-03-07,Macaroni,Processed Food,1585.81,quintal,Shola,SNNPR,South Wollo,Wholesale
2023-04-01,Tomato,Vegetable,296.79,kg,Dessie,Addis Ababa,Kolfe,Farmgate
2024-04-29,Coffee (roasted),Processed Food,2037.11,quintal,Bahir Dar,Oromia,Hadiya,Wholesale
2024-05-04,Hot pepper,Vegetable,255.96,kg,Dessie,Amhara,Lideta,Retail
2023-08-19,Tomato,Vegetable,1750.13,quintal,Adama,Tigray,Lideta,Retail
2023-10-01,Beetroot,Vegetable,262.52,kg,Merkato,SNNPR,Kolfe,Wholesale
2023-03-08,Green pepper,Vegetable,1209.51,quintal,Bahir Dar,Southwest Ethiopia,North Shewa,Farmgate
2023-09-15,Nifro,Other,91.79,kg,Bahir Dar,SNNPR,Basketo,Wholesale
2024-06-14,Fava beans,Other,1762.51,quintal,Dessie,Sidama,Jimma Town,Wholesale
2023-11-25,Mango,Fruit,2471.59,quintal,Bahir Dar,Addis Ababa,Bole,Farmgate
2024-01-20,Barley,Cereal,1413.56,kg,Dessie,SNNPR,Jimma Town,Retail
2024-06-14,Orange,Fruit,192.49,kg,Hawassa,Tigray,South Wollo,Retail
2023-07-27,Wheat,Cereal,1215.69,kg,Hawassa,Tigray,Kaffa,Wholesale
2023-03-04,Orange,Fruit,1508.22,quintal,Hawassa,Oromia,Lideta,Retail
2023-09-24,Yogurt,Animal Product,1484.21,quintal,Shola,Southwest Ethiopia,Jimma Town,Farmgate
2023-01-10,Eggs,Animal Product,7.3,quintal,Dessie,SNNPR,Kaffa,Retail
2023-05-16,Potato,Vegetable,1254.0,quintal,Wolkite,Southwest Ethiopia,Kaffa,Wholesale
2024-01-10,Millet,Cereal,51.24,kg,Adama,Addis Ababa,South Wollo,Wholesale
2023-08-10,Shiro,Other,53.95,kg,Hossana,SNNPR,Wolaita,Wholesale
2024-06-06,Flour (wheat),Processed Food,201.08,kg,Wolkite,SNNPR,Kolfe,Wholesale
2023-03-28,Apple (local),Fruit,1990.03,quintal,Jimma,Oromia,Kolfe,Farmgate
2023-02-09,Avocado,Fruit,293.83,kg,Jimma,Tigray,Kolfe,Farmgate
2023-06-18,Butter (traditional),Animal Product,34.59,kg,Hawassa,Oromia,Basketo,Farmgate
2024-05-01,Chicken (dressed),Animal Product,1258.34,quintal,Merkato,Sidama,Jimma Town,Farmgate
2024-02-02,Macaroni,Processed Food,1942.55,quintal,Dessie,Southwest Ethiopia,North Shewa,Retail
2023-01-27,Chicken (dressed),Animal Product,211.67,kg,Gonder,SNNPR,Bole,Farmgate
2024-06-21,Green pepper,Vegetable,243.17,kg,Merkato,Sidama,Jimma Town,Farmgate
2023-03-30,Potato,Vegetable,1521.18,quintal,Jimma,Addis Ababa,Kaffa,Farmgate
2023-08-07,Sugar (local),Processed Food,236.92,kg,Shola,Addis Ababa,Hadiya,Retail
2023-05-04,Hot pepper,Vegetable,1919.34,quintal,Dessie,Amhara,Wolaita,Wholesale
2023-04-10,Butter (traditional),Animal Product,2337.15,quintal,Gonder,Southwest Ethiopia,Kaffa,Wholesale
2023-06-22,Rice (local),Cereal,1999.12,kg,Shola,Oromia,North Shewa,Wholesale
